SIPSN - Sistem Informasi Pengelolaan Sampah Nasional;;;;;;;;;;;;;
Tahun;Provinsi;Kabupaten/Kota;Timbulan Sampah Tahunan (ton/tahun)(A);Pengurangan Sampah Tahunan (ton/tahun)(B);%Pengurangan Sampah(B/A);Penanganan Sampah Tahunan (ton/tahun)(C);%Penanganan Sampah(C/A);Sampah Terkelola Tahunan (ton/tahun)(B+C);%Sampah Terkelola(B+C)/A;Daur ulang Sampah Tahunan (ton/tahun)(D);Bahan baku Sampah Tahunan (ton/tahun)(E);Recycling Rate(D+E)/A;P1/P2
2019;Kalimantan Timur;Kota Bontang;37122,72;6808,07;18,34;29075,90;78,32;35883,97;96,66;6443,66;73,00;17,55;P 2
2019;Kalimantan Utara;Kab. Nunukan;16110,07;3382,97;21,00;8378,42;52,01;11761,39;73,01;598,60;1337,57;12,02;P 2
2019;Kalimantan Utara;Kota Tarakan;56319,12;8696,02;15,44;44048,20;78,21;52744,22;93,65;2632,10;248,20;5,11;P 2
2019;Sulawesi Utara;Kab. Minahasa;62435,08;3591,60;5,75;24199,50;38,76;27791,10;44,51;;;0,00;P 2
2019;Sulawesi Utara;Kab. Kepulauan Sangihe;19145,86;2127,95;11,11;10220,00;53,38;12347,95;64,49;;;0,00;P 2
2019;Sulawesi Utara;Kab. Kepulauan Talaud;23631,71;3353,98;14,19;3650,00;15,45;7003,98;29,64;;;0,00;P 2
2019;Sulawesi Utara;Kab. Minahasa Selatan;34814,43;4770,46;13,70;8395,00;24,11;13165,46;37,82;199,44;;0,57;P 2
2019;Sulawesi Utara;Kab. Minahasa Utara;37161,38;333,99;0,90;17826,60;47,97;18160,59;48,87;;;0,00;P 2
2019;Sulawesi Utara;Kab. Minahasa Tenggara;16010,51;5908,36;36,90;7847,03;49,01;13755,38;85,91;620,49;17,78;3,99;P 2
2019;Sulawesi Utara;Kab. Kep. Siau Tagulandang Biaro;13794,08;0,00;0,00;2847,00;20,64;2847,00;20,64;;;0,00;P 2
2019;Sulawesi Utara;Kab. Bolaang Mongondow Selatan;12057,96;0,00;0,00;2920,00;24,22;2920,00;24,22;;;0,00;P 2
2019;Sulawesi Utara;Kota Bitung;55955,52;;;41975,00;75,01;41975,00;75,01;;;0,00;P 2
2019;Sulawesi Utara;Kota Tomohon;27317,29;3439,76;12,59;18980,00;69,48;22419,76;82,07;;;0,00;P 2
2019;Sulawesi Utara;Kota Kotamobagu;22566,67;3298,35;14,62;16280,83;72,15;19579,17;86,76;1317,23;220,83;6,82;P 2
2019;Sulawesi Tengah;Kab. Banggai;67699,11;13446,48;19,86;46990,10;69,41;60436,58;89,27;3090,91;;4,57;P 2
2019;Sulawesi Tengah;Kab. Poso;36633,30;1755,37;4,79;8227,10;22,46;9982,47;27,25;1010,86;;2,76;P 2
2019;Sulawesi Tengah;Kab. Donggala;44032,29;1422,09;3,23;3050,67;6,93;4472,76;10,16;870,93;13,87;2,01;P 2
2019;Sulawesi Tengah;Kab. Parigi Moutong;78696,74;1009,99;1,28;5303,45;6,74;6313,44;8,02;502,02;3,65;0,64;P 2
2019;Sulawesi Selatan;Kab. Kepulauan Selayar;24751,38;9596,06;38,77;6022,50;24,33;15618,56;63,10;9265,31;;37,43;P 2
2019;Sulawesi Selatan;Kab. Bulukumba;61538,12;1341,95;2,18;43362,00;70,46;44703,96;72,64;1341,95;;2,18;P 2
2019;Sulawesi Selatan;Kab. Bantaeng;27245,35;4784,41;17,56;9289,57;34,10;14073,98;51,66;4675,98;237,57;18,03;P 2
2019;Sulawesi Selatan;Kab. Sinjai;38825,34;3069,75;7,91;28178,00;72,58;31247,75;80,48;0,00;;0,00;P 2
2019;Sulawesi Selatan;Kab. Bone;137311,91;10274,66;7,48;30660,00;22,33;40934,66;29,81;3597,71;;2,62;P 2
2019;Sulawesi Selatan;Kab. Maros;51555,67;10106,01;19,60;28835,00;55,93;38941,01;75,53;1155,49;;2,24;P 2
2019;Sulawesi Selatan;Kab. Pangkajene Kepulauan;51130,37;275,27;0,54;9712,28;19,00;9987,55;19,53;5,94;163,89;0,33;P 2
2019;Sulawesi Selatan;Kab. Barru;26626,46;8723,83;32,76;11643,90;43,73;20367,73;76,49;8722,55;62,45;32,99;P 2
2019;Sulawesi Selatan;Kab. Wajo;57934,26;827,42;1,43;51,32;0,09;878,74;1,52;0,00;51,32;0,09;P 2
2019;Sulawesi Selatan;Kab. Sidenreng Rappang;44087,91;8068,98;18,30;19329,01;43,84;27398,00;62,14;8047,34;553,41;19,51;P 2
2019;Sulawesi Selatan;Kab. Enrekang;42850,45;3545,84;8,27;14600,00;34,07;18145,84;42,35;1043,54;2920,00;9,25;P 2
2019;Sulawesi Selatan;Kab. Luwu Utara;47887,12;842,99;1,76;5861,90;12,24;6704,89;14,00;842,99;;1,76;P 2
2019;Sulawesi Selatan;Kab. Luwu Timur;42898,01;3181,30;7,42;23360,00;54,45;26541,30;61,87;2719,10;;6,34;P 2
2019;Sulawesi Selatan;Kota Parepare;26751,58;2814,13;10,52;19892,50;74,36;22706,63;84,88;;;0,00;P 2
2019;Sulawesi Selatan;Kota Palopo;37876,96;4946,82;13,06;22115,35;58,39;27062,17;71,45;330,28;215,35;1,44;P 2
2019;Sulawesi Tenggara;Kab. Kolaka;56245,11;2247,07;4,00;12986,15;23,09;15233,23;27,08;2229,31;65,15;4,08;P 2
2019;Sulawesi Tenggara;Kab. Buton;14768,05;0,00;0,00;4559,00;30,87;4559,00;30,87;;;0,00;P 2
2019;Sulawesi Tenggara;Kab. Bombana;20446,57;1943,22;9,50;3504,00;17,14;5447,22;26,64;349,79;;1,71;P 2
2019;Gorontalo;Kab. Gorontalo;53495,57;915,07;1,71;6057,18;11,32;6972,24;13,03;875,58;118,63;1,86;P 2
2019;Gorontalo;Kab. Pohuwato;21238,47;0,00;0,00;5390,42;25,38;5390,42;25,38;0,00;1897,73;8,94;P 2
2019;Gorontalo;Kota Gorontalo;51040,47;2023,15;3,96;25550,00;50,06;27573,15;54,02;1606,00;;3,15;P 2
2019;Sulawesi Barat;Kab. Pasangkayu;25399,33;20,40;0,08;876,00;3,45;896,40;3,53;20,40;876,00;3,53;P 2
2019;Sulawesi Barat;Kab. Polewali Mandar;64616,10;6789,96;10,51;21381,85;33,09;28171,80;43,60;2471,74;1306,85;5,85;P 2
2019;Maluku;Kab. Maluku Tenggara;18175,36;2597,39;14,29;13411,93;73,79;16009,31;88,08;1009,23;636,93;9,06;P 2
2019;Maluku;Kab. Buru Selatan;11179,95;;;6745,20;60,33;6745,20;60,33;;;0,00;P 2
2019;Maluku;Kota Ambon;98145,73;13370,41;13,62;66430,00;67,69;79800,41;81,31;943,31;;0,96;P 2
2019;Maluku Utara;Kab. Halmahera Utara;50166,15;;;12775,00;25,47;12775,00;25,47;;;0,00;P 2
2019;Maluku Utara;Kota Ternate;26384,69;876,99;3,32;20719,23;78,53;21596,22;81,85;876,99;414,28;4,89;P 2
2019;Maluku Utara;Kota Tidore Kepulauan;16568,81;2446,12;14,76;9165,36;55,32;11611,48;70,08;2334,89;149,86;15,00;P 2
2019;Papua;Kab. Biak Numfor;21232,05;3860,53;18,18;16986,66;80,00;20847,19;98,19;3123,72;;14,71;P 2
2019;Papua;Kota Jayapura;92211,70;7804,73;8,46;67525,00;73,23;75329,73;81,69;4379,55;;4,75;P 2
2019;Papua Selatan;Kab. Asmat;14233,54;109,50;0,77;2007,50;14,10;2117,00;14,87;;;0,00;P 2
2019;Papua Barat Daya;Kab. Raja Ampat;12090,99;54,78;0,45;547,50;4,53;602,28;4,98;51,06;547,50;4,95;P 2
2018;Papua Barat;Kab. Manokwari;54830,04;;;21608,00;39,41;21608,00;39,41;;;0,00;P 2
